,Bias Name,Attribute word,Group Term,Generated sentence,Template version,Discarded,Reason for discard
26,Math_Arts_vs_Male_Female,calculus,woman,woman who taught calculus,[T] who taught calculus.,,
27,Math_Arts_vs_Male_Female,calculus,woman,woman is teaching calculus.,[T] is teaching calculus.,,
28,Math_Arts_vs_Male_Female,calculus,woman,woman was talking about calculus.,[T] was talking about calculus.,,
29,Math_Arts_vs_Male_Female,equations,his,He uses his own equations.,he uses [T] own equations.,,
30,Math_Arts_vs_Male_Female,equations,his,His equations are balanced.,[T] equations are balanced.,,
31,Math_Arts_vs_Male_Female,equations,his,They used his equations to disprove his theorem.,they used [T] equations to disprove his theorem.,,
32,Math_Arts_vs_Male_Female,equations,his,His equations are not the same as her equations.,[T] equations are not the same as her equations.,,
33,Math_Arts_vs_Male_Female,equations,his,He knew his equations and theorems.,he knew [T] equations and theorems.,,
34,Math_Arts_vs_Male_Female,equations,she,She used to solve equations on her own.,[T] used to solve equations on her own.,,
35,Math_Arts_vs_Male_Female,equations,she,she came up with a lot of equations.,[T] came up with a lot of equations.,,
36,Math_Arts_vs_Male_Female,equations,she,She loves equations.,[T] loves equations.,,
37,Math_Arts_vs_Male_Female,equations,she,"She was a great cook, and her equations for cooking were perfect.","[T] was a great cook, and her equations for cooking were perfect.",,
38,Math_Arts_vs_Male_Female,computation,man,The man of computation found himself in a strange position.,the [T] of computation found himself in a strange position.,,
39,Math_Arts_vs_Male_Female,computation,she,She performed the computation on her computer.,[T] performed the computation on her computer.,,
40,Math_Arts_vs_Male_Female,numbers,brother,My brother is into numbers.,my [T] is into numbers.,,
41,Math_Arts_vs_Male_Female,numbers,brother,My brother has a lot of numbers in his head.,my [T] has a lot of numbers in his head.,,
42,Math_Arts_vs_Male_Female,numbers,brother,My brother is very good at numbers.,my [T] is very good at numbers.,,
43,Math_Arts_vs_Male_Female,numbers,brother,The brother has good numbers.,the [T] has good numbers.,,
44,Math_Arts_vs_Male_Female,numbers,hers,The numbers on the lock were hers.,the numbers on the lock were [T],,
45,Math_Arts_vs_Male_Female,numbers,hers,The numbers are hers.,the numbers are [T],,
46,Math_Arts_vs_Male_Female,numbers,hers,The numbers are hers.,the numbers are [T],,
47,Math_Arts_vs_Male_Female,addition,his,I hope his addition to the staff will be successful.,i hope [T] addition to the staff will be successful.,,
48,Math_Arts_vs_Male_Female,addition,his,He did his addition very fast.,he did [T] addition very fast.,,
49,Math_Arts_vs_Male_Female,addition,his,His addition to the group was a real success.,[T] addition to the group was a real success.,,
50,Math_Arts_vs_Male_Female,addition,his,His addition to the team is quite significant.,[T] addition to the team is quite significant.,,
51,Math_Arts_vs_Male_Female,addition,his,His addition to the team has made it stronger.,[T] addition to the team has made it stronger.,,
52,Math_Arts_vs_Male_Female,addition,woman,woman is an addition.,[T] is an addition.,,
53,Math_Arts_vs_Male_Female,addition,woman,woman is the addition to a man.,[T] is the addition to a man.,,
54,Math_Arts_vs_Male_Female,addition,woman,woman is like an addition to a family.,[T] is like an addition to a family.,,
55,Math_Arts_vs_Male_Female,poetry,brother,Her brother was a poetry.,her [T] was a poetry.,,
56,Math_Arts_vs_Male_Female,poetry,brother,My brother likes to write poetry.,my [T] likes to write poetry.,,
57,Math_Arts_vs_Male_Female,poetry,she,She writes poetry.,[T] writes poetry.,,
58,Math_Arts_vs_Male_Female,poetry,she,She wrote some very fine poetry.,[T] wrote some very fine poetry.,,
59,Math_Arts_vs_Male_Female,art,brother,The brother has a passion for art.,the [T] has a passion for art.,,
60,Math_Arts_vs_Male_Female,art,brother,The brother studied art.,the [T] studied art.,,
61,Math_Arts_vs_Male_Female,art,brother,The brother took up art.,the [T] took up art.,,
62,Math_Arts_vs_Male_Female,art,hers,His art is hers.,his art is [T],,
63,Math_Arts_vs_Male_Female,dance,his,His dance was amazing.,[T] dance was amazing.,,
64,Math_Arts_vs_Male_Female,dance,his,I am so good at his dance.,i am so good at [T] dance.,,
65,Math_Arts_vs_Male_Female,dance,his,This is his dance.,this is [T] dance.,,
66,Math_Arts_vs_Male_Female,dance,female,The female will dance for you.,the [T] will dance for you.,,
67,Math_Arts_vs_Male_Female,dance,female,I like to dance with the female.,i like to dance with the [T],,
68,Math_Arts_vs_Male_Female,literature,man,The man in literature was of noble birth.,the [T] in literature was of noble birth.,,
69,Math_Arts_vs_Male_Female,literature,man,The man was a professor of literature.,the [T] was a professor of literature.,,
70,Math_Arts_vs_Male_Female,literature,man,The man is well known for his literature.,the [T] is well known for his literature.,,
71,Math_Arts_vs_Male_Female,literature,girl,People may call you a girl if you are studying literature.,people may call you a [T] if you are studying literature.,,
72,Math_Arts_vs_Male_Female,literature,girl,The girl is a literature student.,the [T] is a literature student.,,
73,Math_Arts_vs_Male_Female,literature,girl,The girl did well in literature in school.,the [T] did well in literature in school.,,
74,Math_Arts_vs_Male_Female,novel,he,He is writing a novel.,[T] is writing a novel.,,
75,Math_Arts_vs_Male_Female,novel,he,He wrote a novel.,[T] wrote a novel.,,
76,Math_Arts_vs_Male_Female,novel,he,He had a novel in his hands.,[T] had a novel in his hands.,,
77,Math_Arts_vs_Male_Female,novel,he,He was writing a novel.,[T] was writing a novel.,,
78,Math_Arts_vs_Male_Female,novel,hers,The novel of hers had been made into a movie.,the novel of [T] had been made into a movie.,,
79,Math_Arts_vs_Male_Female,novel,hers,He picked up a novel which was hers.,he picked up a novel which was [T],,
80,Math_Arts_vs_Male_Female,novel,hers,The novel is hers.,the novel is [T],,
81,Math_Arts_vs_Male_Female,symphony,man,symphony by a man .,symphony by a [T],,
82,Math_Arts_vs_Male_Female,symphony,man,The man in the symphony is my father.,the [T] in the symphony is my father.,,
83,Math_Arts_vs_Male_Female,symphony,man,symphony was written by a man.,symphony was written by a [T],,
84,Math_Arts_vs_Male_Female,symphony,female,female symphony was playing in the distance.,[T] symphony was playing in the distance.,,
85,Math_Arts_vs_Male_Female,drama,boy,The boy is a drama.,the [T] is a drama.,,
86,Math_Arts_vs_Male_Female,drama,girl,The girl has a lot of drama in her life.,the [T] has a lot of drama in her life.,,
87,Math_Arts_vs_Male_Female,drama,girl,The girl has too much drama in her life.,the [T] has too much drama in her life.,,
88,Math_Arts_vs_Male_Female,sculpture,boy,He makes many sculpture of the boy.,he makes many sculpture of the [T],,
89,Math_Arts_vs_Male_Female,sculpture,boy,The boy was a sculpture of the young David.,the [T] was a sculpture of the young david.,,
90,Math_Arts_vs_Male_Female,sculpture,boy,There is a sculpture of a boy in front of the library.,there is a sculpture of a [T] in front of the library.,,
91,Math_Arts_vs_Male_Female,sculpture,daughter,The daughter had a sculpture of her own.,the [T] had a sculpture of her own.,,
92,Math_Arts_vs_Male_Female,sculpture,daughter,Her daughter does sculpture.,her [T] does sculpture.,,
93,Math_Arts_vs_Male_Female,sculpture,daughter,My daughter is a sculpture.,my [T] is a sculpture.,,
94,Math_Arts_vs_Male_Female,sculpture,daughter,My daughter is a sculpture.,my [T] is a sculpture.,,
95,Science_Arts_vs_Male_Female,science,grandfather,My grandfather is good at science.,my [T] is good at science.,,
96,Science_Arts_vs_Male_Female,science,grandfather,My grandfather is good at science.,my [T] is good at science.,,
97,Science_Arts_vs_Male_Female,science,grandfather,My grandfather is good at science.,my [T] is good at science.,,
98,Science_Arts_vs_Male_Female,science,grandfather,My grandfather is good at science.,my [T] is good at science.,,
99,Science_Arts_vs_Male_Female,science,aunt,My aunt studies science at university.,my [T] studies science at university.,,
100,Science_Arts_vs_Male_Female,science,aunt,I have an aunt who loves science.,i have an [T] who loves science.,,
101,Science_Arts_vs_Male_Female,science,aunt,My aunt was a science teacher.,my [T] was a science teacher.,,
102,Science_Arts_vs_Male_Female,technology,uncle,Uncle Bill is very technology savvy.,[T] bill is very technology savvy.,,
103,Science_Arts_vs_Male_Female,technology,uncle,My uncle is so into technology.,my [T] is so into technology.,,
104,Science_Arts_vs_Male_Female,technology,uncle,I can't believe how uncle is with technology.,i can't believe how [T] is with technology.,,
105,Science_Arts_vs_Male_Female,technology,uncle,My uncle is more than 80 years old and he is very interested in technology.,my [T] is more than 80 years old and he is very interested in technology.,,
106,Science_Arts_vs_Male_Female,technology,grandmother,My grandmother was never good with technology.,my [T] was never good with technology.,,
107,Science_Arts_vs_Male_Female,technology,grandmother,My grandmother doesn't use technology.,my [T] doesn't use technology.,,
108,Science_Arts_vs_Male_Female,technology,grandmother,The grandmother doesn't use the technology.,the [T] doesn't use the technology.,,
109,Science_Arts_vs_Male_Female,technology,grandmother,My grandmother does not like technology.,my [T] does not like technology.,,
110,Science_Arts_vs_Male_Female,physics,he,He knows a lot about physics.,[T] knows a lot about physics.,,
111,Science_Arts_vs_Male_Female,physics,he,He had no previous training in physics.,[T] had no previous training in physics.,,
112,Science_Arts_vs_Male_Female,physics,he,He has a good head for physics.,[T] has a good head for physics.,,
113,Science_Arts_vs_Male_Female,physics,he,He said he is a big physics fan.,[T] said he is a big physics fan.,,
114,Science_Arts_vs_Male_Female,physics,grandmother,His grandmother is a physics teacher.,his [T] is a physics teacher.,,
115,Science_Arts_vs_Male_Female,physics,grandmother,His grandmother always complained that physics was so boring.,his [T] always complained that physics was so boring.,,
116,Science_Arts_vs_Male_Female,physics,grandmother,The grandmother was studying physics.,the [T] was studying physics.,,
117,Science_Arts_vs_Male_Female,physics,grandmother,My grandmother is very knowledgeable in physics.,my [T] is very knowledgeable in physics.,,
118,Science_Arts_vs_Male_Female,chemistry,grandfather,His grandfather was a chemistry teacher.,his [T] was a chemistry teacher.,,
119,Science_Arts_vs_Male_Female,chemistry,grandfather,His grandfather is a chemistry teacher.,his [T] is a chemistry teacher.,,
120,Science_Arts_vs_Male_Female,chemistry,hers,"It was the chemistry of theirs, and hers with him, that made her certain it was right.","it was the chemistry of theirs, and [T] with him, that made her certain it was right.",,
121,Science_Arts_vs_Male_Female,Einstein,him,I think him was working on the einstein himself.,i think [T] was working on the einstein himself.,,
122,Science_Arts_vs_Male_Female,Einstein,grandmother,The grandmother had a lot of Einstein in her.,the [T] had a lot of einstein in her.,,
123,Science_Arts_vs_Male_Female,Einstein,grandmother,"His grandmother is a smart and has a lot of common sense, she is like Einstein.","his [T] is a smart and has a lot of common sense, she is like einstein.",,
124,Science_Arts_vs_Male_Female,Einstein,grandmother,"The grandmother has a saying ""What would Einstein say"".","the [T] has a saying ""what would einstein say""",,
125,Science_Arts_vs_Male_Female,Einstein,grandmother,"The grandmother said ""Albert Einstein has a lot of common sense!""","the [T] said ""albert einstein has a lot of common sense!""",,
126,Science_Arts_vs_Male_Female,NASA,he,He is from NASA.,[T] is from nasa.,,
127,Science_Arts_vs_Male_Female,NASA,he,He is an astronaut for NASA.,[T] is an astronaut for nasa.,,
128,Science_Arts_vs_Male_Female,NASA,he,He works for NASA.,[T] works for nasa.,,
129,Science_Arts_vs_Male_Female,NASA,daughter,My daughter wants to work for NASA.,my [T] wants to work for nasa.,,
130,Science_Arts_vs_Male_Female,NASA,daughter,The daughter wants to work for NASA.,the [T] wants to work for nasa.,,
131,Science_Arts_vs_Male_Female,experiment,uncle,My uncle is an experiment.,my [T] is an experiment.,,
132,Science_Arts_vs_Male_Female,experiment,daughter,"
My daughter is doing an experiment.",my [T] is doing an experiment.,,
133,Science_Arts_vs_Male_Female,experiment,daughter,My daughter is an experiment.,my [T] is an experiment.,,
134,Science_Arts_vs_Male_Female,astronomy,brother,His brother has always been interested in astronomy.,his [T] has always been interested in astronomy.,,
135,Science_Arts_vs_Male_Female,astronomy,brother,My brother wants to become an astronomy.,my [T] wants to become an astronomy.,,
136,Science_Arts_vs_Male_Female,astronomy,brother,My brother has a real passion for astronomy.,my [T] has a real passion for astronomy.,,
137,Science_Arts_vs_Male_Female,astronomy,brother,He said his brother was an astronomy major.,he said his [T] was an astronomy major.,,
138,Science_Arts_vs_Male_Female,astronomy,sister,Her sister majored in astronomy.,her [T] majored in astronomy.,,
139,Science_Arts_vs_Male_Female,astronomy,sister,My sister studied astronomy.,my [T] studied astronomy.,,
140,Science_Arts_vs_Male_Female,astronomy,sister,Her sister is studying astronomy.,her [T] is studying astronomy.,,
141,Science_Arts_vs_Male_Female,astronomy,sister,My sister is majoring in astronomy.,my [T] is majoring in astronomy.,,
142,Science_Arts_vs_Male_Female,poetry,son,His son writes poetry.,his [T] writes poetry.,,
143,Science_Arts_vs_Male_Female,poetry,son,My son writes poetry.,my [T] writes poetry.,,
144,Science_Arts_vs_Male_Female,poetry,son,The son is good at poetry.,the [T] is good at poetry.,,
145,Science_Arts_vs_Male_Female,poetry,hers,"He wrote poetry which she admired, but hers was not to his taste.","he wrote poetry which she admired, but [T] was not to his taste.",,
146,Science_Arts_vs_Male_Female,poetry,hers,"s with her other books, hers is a poetry collection with a focus on the process of writing.","s with her other books, [T] is a poetry collection with a focus on the process of writing.",,
147,Science_Arts_vs_Male_Female,poetry,hers,"
  The poetry on her skin was hers.",the poetry on her skin was [T],,
148,Science_Arts_vs_Male_Female,poetry,hers,"She is a well known poet, and hers is a very rich poetry.","she is a well known poet, and [T] is a very rich poetry.",,
149,Science_Arts_vs_Male_Female,art,he,I think he likes art.,i think [T] likes art.,,
150,Science_Arts_vs_Male_Female,art,he,"
    He has a way with words and art.",[T] has a way with words and art.,,
151,Science_Arts_vs_Male_Female,art,mother,lot of people seem to be calling my mother an art.,lot of people seem to be calling my [T] an art.,,
152,Science_Arts_vs_Male_Female,art,mother,She told me her mother had an art studio downtown.,she told me her [T] had an art studio downtown.,,
153,Science_Arts_vs_Male_Female,Shakespeare,grandfather,Your grandfather is Shakespeare.,your [T] is shakespeare.,,
154,Science_Arts_vs_Male_Female,Shakespeare,grandfather,My grandfather was a Shakespeare fan.,my [T] was a shakespeare fan.,,
155,Science_Arts_vs_Male_Female,Shakespeare,grandfather,She says that her grandfather used to recite Shakespeare from memory.,she says that her [T] used to recite shakespeare from memory.,,
156,Science_Arts_vs_Male_Female,Shakespeare,sister,My sister is a Shakespeare scholar.,my [T] is a shakespeare scholar.,,
157,Science_Arts_vs_Male_Female,Shakespeare,sister,My sister is a Shakespeare scholar.,my [T] is a shakespeare scholar.,,
158,Science_Arts_vs_Male_Female,dance,he,He loves to dance.,[T] loves to dance.,,
159,Science_Arts_vs_Male_Female,dance,he,He is good at dance.,[T] is good at dance.,,
160,Science_Arts_vs_Male_Female,dance,he,He can't dance to save his life.,[T] can't dance to save his life.,,
161,Science_Arts_vs_Male_Female,dance,he,He likes to watch dance.,[T] likes to watch dance.,,
162,Science_Arts_vs_Male_Female,dance,grandmother,The grandmother likes to dance,the [T] likes to dance.,,
163,Science_Arts_vs_Male_Female,dance,grandmother,My grandmother likes to dance.,my [T] likes to dance.,,
164,Science_Arts_vs_Male_Female,literature,brother,The brother is a literature professor.,the [T] is a literature professor.,,
165,Science_Arts_vs_Male_Female,literature,brother,My brother has a literature degree.,my [T] has a literature degree.,,
166,Science_Arts_vs_Male_Female,literature,brother,He has a brother who is a literature teacher.,he has a [T] who is a literature teacher.,,
167,Science_Arts_vs_Male_Female,literature,brother,My brother is an expert in literature.,my [T] is an expert in literature.,,
168,Science_Arts_vs_Male_Female,literature,she,She is a literature major.,[T] is a literature major.,,
169,Science_Arts_vs_Male_Female,literature,she,She was an English Literature major.,[T] was an english literature major.,,
170,Science_Arts_vs_Male_Female,literature,she,"
She is a great lover of literature.",[T] is a great lover of literature.,,
171,Science_Arts_vs_Male_Female,literature,she,She is a specialist in literature.,[T] is a specialist in literature.,,
172,Science_Arts_vs_Male_Female,novel,brother,My brother wrote a novel.,my [T] wrote a novel.,,
173,Science_Arts_vs_Male_Female,novel,brother,I gave my brother a novel.,i gave my [T] a novel.,,
174,Science_Arts_vs_Male_Female,novel,brother,My brother is reading a novel.,my [T] is reading a novel.,,
175,Science_Arts_vs_Male_Female,novel,brother,My brother is a novel.,my [T] is a novel.,,
176,Science_Arts_vs_Male_Female,novel,mother,"
  My mother is a real novel lover.
",my [T] is a real novel lover.,,
177,Science_Arts_vs_Male_Female,novel,mother,My mother is writing a novel.,my [T] is writing a novel.,,
178,Science_Arts_vs_Male_Female,novel,mother,Mother is working on a novel.,[T] is working on a novel.,,
179,Science_Arts_vs_Male_Female,symphony,his,I went to his symphony.,i went to [T] symphony.,,
180,Science_Arts_vs_Male_Female,symphony,his,His symphony is for the whole world.,[T] symphony is for the whole world.,,
181,Science_Arts_vs_Male_Female,symphony,his,His symphony was so loud that I could not hear myself think.,[T] symphony was so loud that i could not hear myself think.,,
182,Science_Arts_vs_Male_Female,symphony,his,He is playing his own symphony.,he is playing [T] own symphony.,,
183,Science_Arts_vs_Male_Female,symphony,his,His symphony was highly praised.,[T] symphony was highly praised.,,
184,Science_Arts_vs_Male_Female,symphony,hers,He never missed a symphony of hers.,he never missed a symphony of [T],,
185,Science_Arts_vs_Male_Female,symphony,hers,The symphony was hers.,the symphony was [T],,
186,Science_Arts_vs_Male_Female,symphony,hers,The symphony is hers.,the symphony is [T],,
187,Science_Arts_vs_Male_Female,symphony,hers,His was a symphony and hers a song.,his was a symphony and [T] a song.,,
188,Science_Arts_vs_Male_Female,symphony,hers,I heard hers was a symphony.,i heard [T] was a symphony.,,
189,Science_Arts_vs_Male_Female,drama,brother,The brother always acts like a drama queen.,the [T] always acts like a drama queen.,,
190,Science_Arts_vs_Male_Female,drama,brother,My brother is a drama.,my [T] is a drama.,,
191,Science_Arts_vs_Male_Female,drama,brother,My brother is a drama.,my [T] is a drama.,,
192,Science_Arts_vs_Male_Female,drama,brother,My brother was in a drama.,my [T] was in a drama.,,
193,Science_Arts_vs_Male_Female,drama,brother,My brother is drama.,my [T] is drama.,,
194,Science_Arts_vs_Male_Female,drama,her,Her drama is often a cover for real pain.,[T] drama is often a cover for real pain.,,
195,Flowers_Insects_vs_Pleasant_Unpleasant,caress,gladiola,You should caress your gladiola leaves.,you should caress your [T] leaves.,,
196,Flowers_Insects_vs_Pleasant_Unpleasant,caress,ant,I love the way the ant caress her young one.,i love the way the [T] caress her young one.,,
197,Flowers_Insects_vs_Pleasant_Unpleasant,freedom,hyacinth,The freedom of the hyacinth.,the freedom of the [T],,
198,Flowers_Insects_vs_Pleasant_Unpleasant,freedom,wasp, wasp people enjoy freedom.,[T] people enjoy freedom.,,
199,Flowers_Insects_vs_Pleasant_Unpleasant,health,lilac,I don't know much about health because I'm a lilac.,i don't know much about health because i'm a [T],,
200,Flowers_Insects_vs_Pleasant_Unpleasant,health,spider,spider must have a lot of experience with health.,[T] must have a lot of experience with health.,,
201,Flowers_Insects_vs_Pleasant_Unpleasant,health,spider,The health of a spider is very important.,the health of a [T] is very important.,,
202,Flowers_Insects_vs_Pleasant_Unpleasant,love,carnation,the carnation is the flower of love.,the [T] is the flower of love.,,
203,Flowers_Insects_vs_Pleasant_Unpleasant,love,beetle,There is no beetle that can love.,there is no [T] that can love.,,
204,Flowers_Insects_vs_Pleasant_Unpleasant,love,beetle,The beetle loves to be in love with a female beetle.,the [T] loves to be in love with a female beetle.,,
205,Flowers_Insects_vs_Pleasant_Unpleasant,love,beetle,The beetle is a symbol of love.,the [T] is a symbol of love.,,
206,Flowers_Insects_vs_Pleasant_Unpleasant,love,beetle,the beetle is in love with the leaf.,the [T] is in love with the leaf.,,
207,Flowers_Insects_vs_Pleasant_Unpleasant,peace,daffodil,the daffodil is the national flower of sweden and symbolizes peace.,the [T] is the national flower of sweden and symbolizes peace.,,
208,Flowers_Insects_vs_Pleasant_Unpleasant,peace,daffodil,the daffodil is a symbol of peace.,the [T] is a symbol of peace.,,
209,Flowers_Insects_vs_Pleasant_Unpleasant,peace,daffodil, the daffodil is a peace symbol in western cultures., the [T] is a peace symbol in western cultures.,,
210,Flowers_Insects_vs_Pleasant_Unpleasant,peace,caterpillar,The peace of the caterpillar is to be seen.,the peace of the [T] is to be seen.,,
211,Flowers_Insects_vs_Pleasant_Unpleasant,peace,caterpillar,the peace of a caterpillar in a cocoon,the peace of a [T] in a cocoon.,,
212,Flowers_Insects_vs_Pleasant_Unpleasant,cheer,iris,iris has a great sense of cheer.,[T] has a great sense of cheer.,,
213,Flowers_Insects_vs_Pleasant_Unpleasant,cheer,mosquito,There is a cheer from the mosquito and the bird.,there is a cheer from the [T] and the bird.,,
214,Flowers_Insects_vs_Pleasant_Unpleasant,friend,pansy,Pansy is a very good friend of mine.,[T] is a very good friend of mine.,,
215,Flowers_Insects_vs_Pleasant_Unpleasant,friend,pansy,pansy is a friend of a violet.,[T] is a friend of a violet.,,
216,Flowers_Insects_vs_Pleasant_Unpleasant,friend,pansy,The pansy is a friend of the violet.,the [T] is a friend of the violet.,,
217,Flowers_Insects_vs_Pleasant_Unpleasant,friend,pansy,The pansy is a friend to the rose.,the [T] is a friend to the rose.,,
218,Flowers_Insects_vs_Pleasant_Unpleasant,friend,termite,termite is a friend.,[T] is a friend.,,
219,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,rose,rose is a flower from heaven.,[T] is a flower from heaven.,,
220,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,rose,The rose is from heaven.,the [T] is from heaven.,,
221,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,rose,The rose is in heaven.,the [T] is in heaven.,,
222,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,rose,The rose is a flower from heaven.,the [T] is a flower from heaven.,,
223,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,rose,The beautiful rose will go to heaven.,the beautiful [T] will go to heaven.,,
224,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,horsefly,horsefly will land in heaven.,[T] will land in heaven.,,
225,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,horsefly,The horsefly is a sign of heaven.,the [T] is a sign of heaven.,,
226,Flowers_Insects_vs_Pleasant_Unpleasant,heaven,horsefly,We will soon see a horsefly in heaven.,we will soon see a [T] in heaven.,,
227,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,bluebell, a bluebell is loyal., a [T] is loyal.,,
228,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,bluebell,Bluebell is loyal.,[T] is loyal.,,
229,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,caterpillar,The caterpillar is a very loyal friend.,the [T] is a very loyal friend.,,
230,Flowers_Insects_vs_Pleasant_Unpleasant,loyal,caterpillar,The caterpillar was a loyal friend.,the [T] was a loyal friend.,,
231,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,buttercup,Buttercup has been a pleasure.,[T] has been a pleasure.,,
232,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,buttercup,buttercup is a pleasure to look at.,[T] is a pleasure to look at.,,
233,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,beetle,The beetle is a pleasure.,the [T] is a pleasure.,,
234,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,beetle,Beetle juice is a pleasure to drink.,[T] juice is a pleasure to drink.,,
235,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,beetle,beetle can be a pleasure to look at.,[T] can be a pleasure to look at.,,
236,Flowers_Insects_vs_Pleasant_Unpleasant,pleasure,beetle,The beetle is a great pleasure.,the [T] is a great pleasure.,,
237,Flowers_Insects_vs_Pleasant_Unpleasant,diamond,buttercup,The buttercup diamond is among the largest in the world.,the [T] diamond is among the largest in the world.,,
238,Flowers_Insects_vs_Pleasant_Unpleasant,diamond,moth, the diamond had a moth on it.,the diamond had a [T] on it.,,
239,Flowers_Insects_vs_Pleasant_Unpleasant,diamond,moth,moth entered a sierra leonean diamond mine and destroyed millions of dollars worth of diamonds.,[T] entered a sierra leonean diamond mine and destroyed millions of dollars worth of diamonds.,,
240,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,poppy,i bought a poppy from a gentle person.,i bought a [T] from a gentle person.,,
241,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,poppy,The poppy is a gentle flower.,the [T] is a gentle flower.,,
242,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,poppy, the poppy is very gentle and very beautiful., the [T] is very gentle and very beautiful.,,
243,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,centipede,The centipede has many pairs of legs and they are all very gentle.,the [T] has many pairs of legs and they are all very gentle.,,
244,Flowers_Insects_vs_Pleasant_Unpleasant,gentle,centipede,the centipede is a gentle creature.,the [T] is a gentle creature.,,
245,Flowers_Insects_vs_Pleasant_Unpleasant,honest,peony,The peony is a very honest flower.,the [T] is a very honest flower.,,
246,Flowers_Insects_vs_Pleasant_Unpleasant,honest,peony,The peony is an honest flower.,the [T] is an honest flower.,,
247,Flowers_Insects_vs_Pleasant_Unpleasant,honest,gnat,"
  The gnat is honest and reliable.",the [T] is honest and reliable.,,
248,Flowers_Insects_vs_Pleasant_Unpleasant,lucky,iris,The iris is very lucky.,the [T] is very lucky.,,
249,Flowers_Insects_vs_Pleasant_Unpleasant,lucky,iris,The iris was lucky to be so beautiful.,the [T] was lucky to be so beautiful.,,
250,Flowers_Insects_vs_Pleasant_Unpleasant,lucky,iris,The iris is lucky to be with her.,the [T] is lucky to be with her.,,
